district_code,month,flood_index,heat_index,rainfall_anomaly_z,temp_anomaly_z,ndvi,flood_events_count,heatwave_days
D-060,2023-07,61.57,51.41,0.705,0.363,0.491,0,1
D-060,2023-08,50.83,38.32,0.237,1.081,0.512,2,0
D-060,2023-09,50.93,31.77,0.42,-1.072,0.542,2,0
D-060,2023-10,52.82,20.38,0.569,-0.093,0.612,1,0
D-060,2023-11,59.12,9.28,-0.288,-0.757,0.637,2,1
D-060,2023-12,80.1,15.86,1.566,-0.66,0.622,0,2
D-060,2024-01,87.46,18.54,2.263,-0.729,0.571,3,1
D-060,2024-02,100.0,22.17,2.472,-0.696,0.541,3,0
D-060,2024-03,96.17,31.6,1.863,-0.26,0.494,4,2
D-060,2024-04,91.86,38.11,1.917,0.207,0.476,3,3
D-060,2024-05,83.78,49.01,1.521,0.966,0.446,2,4
D-060,2024-06,74.76,50.69,1.958,-0.777,0.51,3,3
D-060,2024-07,68.87,48.03,1.7,0.051,0.465,1,5
D-060,2024-08,61.0,35.93,0.92,-0.077,0.504,1,1
D-060,2024-09,56.24,30.29,1.255,0.844,0.541,3,1
D-060,2024-10,55.17,24.13,1.821,-0.649,0.587,0,3
D-060,2024-11,67.83,23.94,1.515,-0.796,0.586,1,0
D-060,2024-12,77.18,19.29,1.538,-1.767,0.588,0,0
D-061,2021-01,76.27,33.71,1.246,-0.767,0.526,1,0
D-061,2021-02,79.85,38.67,2.099,-0.121,0.491,3,6
D-061,2021-03,88.04,50.49,1.593,1.05,0.456,1,4
D-061,2021-04,88.11,60.59,2.324,0.858,0.376,5,2
D-061,2021-05,68.9,67.28,1.719,-0.55,0.393,3,4
D-061,2021-06,64.07,67.05,-0.615,1.077,0.454,1,6
D-061,2021-07,57.81,57.71,-0.004,-0.11,0.498,0,7
D-061,2021-08,48.32,47.95,1.561,-1.326,0.506,3,5
D-061,2021-09,42.87,40.96,0.264,-0.668,0.539,1,1
D-061,2021-10,46.69,23.66,1.593,-0.652,0.554,0,2
D-061,2021-11,52.1,20.27,0.726,-0.141,0.638,0,0
D-061,2021-12,63.47,17.26,1.886,-1.441,0.556,0,0
D-061,2022-01,62.8,20.02,0.66,-0.993,0.558,0,0
D-061,2022-02,75.2,42.2,0.87,0.136,0.455,3,5
D-061,2022-03,84.55,46.41,1.612,0.223,0.446,2,5
D-061,2022-04,84.5,57.57,1.664,0.164,0.418,1,3
D-061,2022-05,76.18,58.58,0.119,1.099,0.46,0,6
D-061,2022-06,62.14,65.97,0.765,-0.2,0.449,0,4
D-061,2022-07,54.84,62.13,1.149,0.091,0.403,1,6
D-061,2022-08,45.48,58.51,1.648,1.036,0.453,3,4
D-061,2022-09,38.74,45.15,0.431,-1.125,0.515,3,2
D-061,2022-10,49.85,35.5,-0.899,-0.466,0.563,3,2
D-061,2022-11,51.91,28.96,0.62,0.042,0.577,3,0
D-061,2022-12,58.94,19.82,0.227,-0.477,0.582,2,1
D-061,2023-01,69.04,34.33,1.901,-0.585,0.508,0,4
D-061,2023-02,76.65,42.61,-0.345,0.527,0.476,3,1
D-061,2023-03,73.79,57.36,1.639,1.101,0.432,1,2
D-061,2023-04,66.97,61.78,0.919,0.69,0.446,1,4
D-061,2023-05,64.9,71.99,2.309,0.807,0.334,1,7
D-061,2023-06,67.8,66.37,1.224,0.577,0.406,2,8
D-061,2023-07,52.49,61.79,0.945,0.178,0.434,0,3
D-061,2023-08,40.15,46.27,-0.826,0.979,0.522,1,4
D-061,2023-09,32.13,40.67,-0.454,-0.689,0.484,1,2
D-061,2023-10,37.07,23.99,-1.162,-0.672,0.557,2,1
D-061,2023-11,47.98,26.37,-0.039,-1.295,0.545,0,1
D-061,2023-12,58.82,24.26,0.468,0.102,0.555,1,0
D-061,2024-01,69.02,23.94,1.576,-0.854,0.555,1,2
D-061,2024-02,74.92,31.72,1.619,-0.934,0.493,2,2
D-061,2024-03,72.66,44.58,-0.4,-0.208,0.46,2,4
D-061,2024-04,79.92,53.62,0.263,0.524,0.434,2,4
D-061,2024-05,79.77,64.18,2.126,0.81,0.463,1,4
D-061,2024-06,71.29,72.58,1.21,0.22,0.362,2,6
D-061,2024-07,59.99,70.26,0.754,-0.955,0.412,2,4
D-061,2024-08,48.24,60.54,0.587,0.419,0.438,1,2
D-061,2024-09,46.15,47.13,0.601,0.67,0.479,4,6
D-061,2024-10,51.88,29.65,-0.794,0.003,0.6,1,4
D-061,2024-11,57.39,26.98,0.951,-2.082,0.529,1,2
D-061,2024-12,64.21,29.7,1.051,0.196,0.538,1,2
D-062,2021-01,38.48,44.29,0.523,0.491,0.453,1,2
D-062,2021-02,47.5,52.21,-0.64,0.606,0.489,1,1
D-062,2021-03,55.18,59.92,0.664,0.898,0.445,3,2
D-062,2021-04,56.24,74.58,-0.049,0.743,0.386,2,7
D-062,2021-05,36.64,80.74,0.407,0.371,0.378,1,3
D-062,2021-06,32.73,80.33,-0.547,1.082,0.385,1,5
D-062,2021-07,17.73,82.79,-0.818,1.676,0.412,0,7
D-062,2021-08,6.37,69.73,-0.279,1.279,0.455,1,4
D-062,2021-09,4.93,64.79,-1.52,0.719,0.425,0,5
D-062,2021-10,9.52,51.65,-1.963,-0.39,0.486,0,2
D-062,2021-11,18.99,34.47,-2.359,1.634,0.581,1,2
D-062,2021-12,14.02,35.52,-1.515,-0.308,0.525,0,2
D-062,2022-01,24.31,34.48,0.086,-0.388,0.555,1,3
D-062,2022-02,47.15,45.68,0.247,0.284,0.519,2,3
D-062,2022-03,49.84,56.83,0.288,-0.634,0.483,2,4
D-062,2022-04,49.26,65.71,-0.182,-0.441,0.416,0,4
D-062,2022-05,45.83,73.01,1.064,1.426,0.423,1,3
D-062,2022-06,35.67,65.87,0.562,0.291,0.481,2,4
D-062,2022-07,20.75,65.33,-0.486,0.622,0.44,1,6
D-062,2022-08,15.42,60.14,-1.249,0.839,0.537,0,4
D-062,2022-09,8.01,50.04,0.174,-0.762,0.524,0,2
D-062,2022-10,8.27,43.1,-0.404,0.325,0.549,1,6
D-062,2022-11,22.42,32.64,-0.811,-0.419,0.627,0,2
D-062,2022-12,29.16,26.02,-0.249,-1.284,0.587,0,0
D-062,2023-01,45.33,34.32,0.323,-1.004,0.536,1,1
D-062,2023-02,51.43,39.0,1.072,-0.427,0.523,2,4
D-062,2023-03,52.85,50.87,1.935,0.141,0.483,1,1
D-062,2023-04,52.85,71.45,0.851,0.154,0.417,1,6
D-062,2023-05,39.34,79.89,0.217,1.408,0.358,0,7
D-062,2023-06,28.63,76.36,0.239,1.173,0.362,0,2
D-062,2023-07,28.92,78.6,1.059,1.505,0.399,1,4
D-062,2023-08,13.8,73.96,-1.509,0.736,0.448,0,5
D-062,2023-09,17.25,58.63,0.158,-0.222,0.466,1,3
D-062,2023-10,18.66,49.15,-0.143,0.136,0.489,1,4
D-062,2023-11,21.57,46.94,-0.868,0.048,0.522,1,2
D-062,2023-12,27.09,37.9,-0.336,0.373,0.557,0,2
D-062,2024-01,41.5,34.93,-0.831,-0.159,0.512,2,2
D-062,2024-02,54.83,44.47,-0.441,0.153,0.586,1,1
D-062,2024-03,62.75,53.06,1.208,0.498,0.516,2,0
D-062,2024-04,60.33,61.73,-0.049,1.045,0.42,3,4
D-062,2024-05,49.78,74.38,-0.494,1.801,0.398,1,7
D-062,2024-06,44.5,87.27,0.235,0.373,0.364,1,4
D-062,2024-07,23.19,88.75,-1.124,0.974,0.403,1,1
D-062,2024-08,9.87,85.0,-1.391,1.193,0.398,0,2
D-062,2024-09,17.91,68.03,-0.699,0.518,0.447,0,5
D-062,2024-10,24.49,61.84,-1.325,-0.377,0.507,2,6
D-062,2024-11,30.07,51.94,0.33,0.374,0.505,1,4
D-062,2024-12,40.29,50.1,0.301,0.175,0.475,3,4
D-063,2021-01,63.04,73.07,1.222,1.881,0.375,2,3
D-063,2021-02,71.38,78.24,0.742,0.687,0.34,1,4
D-063,2021-03,69.5,83.45,0.816,1.823,0.359,2,7
D-063,2021-04,64.88,93.1,0.894,1.187,0.296,3,5
D-063,2021-05,71.47,93.8,2.306,2.169,0.335,0,3
D-063,2021-06,56.56,92.06,0.184,3.0,0.373,0,11
D-063,2021-07,44.14,90.81,0.704,1.198,0.332,2,4
D-063,2021-08,20.39,77.46,-0.014,0.044,0.414,0,2
D-063,2021-09,15.4,72.19,-1.49,1.826,0.427,1,3
D-063,2021-10,26.82,57.9,0.33,0.22,0.469,0,2
D-063,2021-11,30.89,53.33,0.659,0.504,0.506,2,2
D-063,2021-12,41.15,56.86,0.964,0.584,0.391,1,2
D-063,2022-01,50.28,61.35,-1.017,-0.323,0.445,6,3
D-063,2022-02,68.87,76.62,0.889,2.111,0.409,1,2
D-063,2022-03,79.48,83.16,1.872,2.488,0.35,3,6
D-063,2022-04,63.62,93.03,1.3,1.127,0.362,1,12
D-063,2022-05,57.15,99.58,0.075,1.529,0.314,0,4
D-063,2022-06,44.95,100.0,0.338,2.745,0.324,1,6
D-063,2022-07,35.18,96.5,0.159,1.875,0.33,2,2
D-063,2022-08,27.73,90.98,0.344,1.673,0.358,1,4
D-063,2022-09,21.43,79.25,-0.549,1.475,0.469,0,7
D-063,2022-10,24.56,66.67,-0.092,1.671,0.425,0,2
D-063,2022-11,35.8,54.65,-0.334,0.37,0.462,0,2
D-063,2022-12,49.86,51.96,0.163,0.313,0.428,0,0
D-063,2023-01,53.3,64.64,0.655,1.546,0.416,0,4
D-063,2023-02,57.35,75.43,-0.31,1.287,0.39,2,1
D-063,2023-03,67.23,88.78,1.781,1.166,0.335,4,0
D-063,2023-04,60.09,90.2,-0.117,2.632,0.293,2,10
D-063,2023-05,61.16,100.0,1.038,0.046,0.319,2,5
D-063,2023-06,43.86,100.0,0.317,2.942,0.365,0,5
D-063,2023-07,38.15,95.52,-0.791,1.652,0.32,1,10
D-063,2023-08,35.65,91.09,1.673,2.413,0.347,0,8
D-063,2023-09,35.46,80.79,-0.078,0.319,0.395,2,2
D-063,2023-10,41.82,77.19,-0.998,0.141,0.429,1,5
D-063,2023-11,43.02,67.2,-0.464,0.131,0.443,2,2
D-063,2023-12,55.16,64.74,0.231,0.307,0.451,2,2
D-063,2024-01,63.54,68.18,0.79,2.179,0.394,2,0
D-063,2024-02,72.22,75.65,3.0,2.019,0.35,1,6
D-063,2024-03,70.83,85.21,1.829,2.34,0.379,0,4
D-063,2024-04,73.46,90.64,2.941,2.083,0.368,2,6
D-063,2024-05,66.03,100.0,1.531,1.672,0.319,3,6
D-063,2024-06,55.75,100.0,2.149,2.116,0.304,2,3
D-063,2024-07,43.82,100.0,1.622,2.1,0.326,1,10
D-063,2024-08,45.55,100.0,-0.523,0.56,0.311,2,4
D-063,2024-09,32.05,91.91,-0.975,1.956,0.32,0,6
D-063,2024-10,30.63,84.57,0.063,1.396,0.362,2,3
D-063,2024-11,42.78,82.37,-0.37,3.0,0.358,2,5
D-063,2024-12,43.85,77.98,0.541,1.664,0.388,1,6
D-064,2021-01,38.3,60.06,-0.12,0.815,0.396,0,1
D-064,2021-02,44.7,54.02,1.574,0.312,0.478,1,6
D-064,2021-03,52.7,54.04,1.147,-0.191,0.469,3,4
D-064,2021-04,51.94,67.93,-0.098,1.277,0.423,2,3
D-064,2021-05,34.4,78.78,0.836,0.77,0.407,1,5
D-064,2021-06,33.02,77.09,0.362,0.791,0.407,1,6
D-064,2021-07,24.64,74.87,-0.587,0.691,0.428,1,3
D-064,2021-08,14.38,67.46,-0.936,1.882,0.455,0,4
D-064,2021-09,10.2,55.51,-1.412,-0.884,0.561,0,2
D-064,2021-10,5.32,43.98,-1.552,-0.12,0.56,0,2
D-064,2021-11,16.0,38.9,-1.275,-0.108,0.518,0,1
D-064,2021-12,25.05,34.49,-0.102,0.107,0.59,1,2
D-064,2022-01,31.22,41.08,-0.203,0.456,0.537,0,2
D-064,2022-02,41.19,48.8,-0.51,-0.13,0.519,1,2
D-064,2022-03,35.15,57.5,-1.348,1.624,0.454,2,4
D-064,2022-04,39.87,67.51,-0.177,-0.921,0.446,1,2
D-064,2022-05,42.64,78.0,0.715,1.101,0.404,3,3
D-064,2022-06,21.17,84.16,-1.537,1.848,0.403,0,2
D-064,2022-07,18.36,78.09,-1.613,0.689,0.438,0,4
D-064,2022-08,15.27,68.04,-0.197,0.824,0.488,0,4
D-064,2022-09,10.18,58.53,-1.25,0.716,0.442,0,2
D-064,2022-10,8.18,41.79,-0.995,-0.591,0.613,0,0
D-064,2022-11,23.0,37.75,-0.571,-0.895,0.518,0,2
D-064,2022-12,34.06,37.61,-0.076,-0.478,0.57,1,2
D-064,2023-01,40.41,46.23,-0.691,1.937,0.503,2,3
D-064,2023-02,52.09,58.51,-0.299,1.218,0.436,2,0
D-064,2023-03,51.68,71.04,0.64,1.214,0.442,2,6
D-064,2023-04,44.72,78.21,1.191,1.043,0.392,1,3
D-064,2023-05,46.6,83.48,0.113,1.303,0.325,1,2
D-064,2023-06,35.35,85.67,-0.037,2.055,0.342,2,4
D-064,2023-07,20.15,88.88,1.205,1.144,0.406,0,8
D-064,2023-08,13.18,74.09,-0.857,0.588,0.441,0,6
D-064,2023-09,8.27,65.86,-1.563,0.142,0.487,0,3
D-064,2023-10,11.8,66.06,-2.243,0.973,0.427,0,4
D-064,2023-11,17.9,60.7,-1.449,0.852,0.465,0,4
D-064,2023-12,28.62,60.02,1.274,0.258,0.433,2,4
D-064,2024-01,42.29,55.75,0.5,1.311,0.52,1,5
D-064,2024-02,47.07,55.47,-0.146,0.161,0.42,1,5
D-064,2024-03,53.19,63.72,1.575,-0.242,0.447,2,3
D-064,2024-04,52.08,67.13,0.155,0.945,0.499,1,6
D-064,2024-05,47.04,75.41,1.482,0.898,0.395,3,2
D-064,2024-06,35.4,79.41,-0.77,0.828,0.37,0,2
D-064,2024-07,23.01,81.16,-0.561,2.515,0.4,3,2
D-064,2024-08,13.07,75.86,-1.922,1.025,0.389,0,4
D-064,2024-09,5.1,59.79,-0.865,0.936,0.459,0,3
D-064,2024-10,10.62,54.63,-1.378,0.55,0.423,0,3
D-064,2024-11,15.19,42.86,-0.659,-0.593,0.539,0,2
D-064,2024-12,27.03,44.48,-0.818,1.13,0.511,0,1
D-065,2021-01,53.4,48.36,2.644,-0.873,0.501,1,2
D-065,2021-02,56.56,47.16,0.889,1.102,0.437,0,2
D-065,2021-03,52.99,43.61,-0.105,0.103,0.496,2,3
D-065,2021-04,51.31,52.71,-0.223,-0.258,0.477,1,3
D-065,2021-05,44.38,64.31,0.335,1.131,0.414,2,2
D-065,2021-06,42.26,70.44,-0.475,1.967,0.408,2,7
D-065,2021-07,35.01,61.47,-0.586,1.525,0.463,1,3
D-065,2021-08,27.87,50.99,-1.167,0.212,0.468,1,2
D-065,2021-09,29.96,43.54,1.296,-0.692,0.562,1,1
D-065,2021-10,24.34,30.28,-1.706,1.18,0.586,0,3
D-065,2021-11,34.05,31.95,-1.315,-0.431,0.623,2,3
D-065,2021-12,41.22,35.05,1.333,0.62,0.532,1,4
D-065,2022-01,48.91,35.46,0.238,0.057,0.527,1,3
D-065,2022-02,57.04,53.81,-0.66,-0.378,0.507,3,4
D-065,2022-03,52.22,55.54,0.201,0.596,0.433,1,2
D-065,2022-04,56.45,69.91,1.951,1.956,0.4,0,3
D-065,2022-05,47.67,78.39,0.758,0.38,0.366,2,7
D-065,2022-06,47.1,75.11,0.754,0.486,0.409,0,2
D-065,2022-07,34.4,71.0,-0.877,0.549,0.432,2,2
D-065,2022-08,22.23,61.53,0.564,1.649,0.496,1,4
D-065,2022-09,21.52,53.95,-2.02,-0.579,0.506,1,2
D-065,2022-10,20.65,40.85,-1.384,-0.304,0.526,0,3
D-065,2022-11,27.98,34.79,0.18,-0.948,0.6,0,2
D-065,2022-12,39.66,26.23,0.024,-0.233,0.572,1,3
D-065,2023-01,42.75,39.83,-1.463,-0.466,0.554,2,1
D-065,2023-02,54.17,53.52,1.321,1.249,0.485,3,4
D-065,2023-03,49.64,63.4,1.641,1.065,0.382,0,7
D-065,2023-04,61.73,66.52,1.724,0.19,0.438,0,1
D-065,2023-05,46.02,82.72,-0.526,2.149,0.369,0,5
D-065,2023-06,37.03,75.42,0.21,0.24,0.416,2,2
D-065,2023-07,27.44,76.05,-1.019,-0.055,0.425,1,4
D-065,2023-08,23.08,65.44,0.709,-0.467,0.472,1,3
D-065,2023-09,18.29,52.68,-0.489,0.048,0.491,0,4
D-065,2023-10,22.55,46.53,-0.494,-1.824,0.556,1,2
D-065,2023-11,30.74,44.91,0.36,-0.583,0.495,0,1
D-065,2023-12,38.56,40.67,-0.096,-0.714,0.58,1,1
D-065,2024-01,53.03,37.19,0.453,0.839,0.523,0,4
D-065,2024-02,55.33,51.42,-0.073,0.699,0.445,0,1
D-065,2024-03,66.34,56.72,0.931,0.761,0.445,3,9
D-065,2024-04,58.8,68.4,1.18,0.617,0.399,3,1
D-065,2024-05,54.59,74.86,0.234,0.026,0.366,1,5
D-065,2024-06,45.6,81.35,-0.441,0.889,0.354,2,9
D-065,2024-07,41.58,81.92,-0.688,0.354,0.343,2,3
D-065,2024-08,24.94,70.23,-0.509,1.518,0.444,0,6
D-065,2024-09,14.62,59.0,-1.237,1.323,0.464,1,3
D-065,2024-10,18.26,48.55,-0.737,-0.244,0.491,1,2
D-065,2024-11,32.86,43.6,0.249,0.839,0.517,2,3
D-065,2024-12,40.41,45.22,0.919,0.526,0.479,1,2
D-066,2021-01,73.42,42.57,0.882,0.261,0.484,2,2
D-066,2021-02,74.72,50.74,0.54,-0.06,0.483,1,7
D-066,2021-03,77.99,66.4,1.81,0.615,0.437,2,2
D-066,2021-04,85.46,71.43,0.736,2.213,0.413,1,9
D-066,2021-05,71.18,76.4,1.951,1.601,0.33,2,5
D-066,2021-06,60.22,76.44,0.503,0.574,0.361,2,5
D-066,2021-07,55.76,72.72,0.98,0.161,0.403,1,7
D-066,2021-08,45.52,61.49,1.449,0.752,0.485,1,6
D-066,2021-09,42.86,45.28,-0.35,0.211,0.506,3,1
D-066,2021-10,46.47,35.36,-1.021,-2.116,0.48,2,1
D-066,2021-11,56.34,31.9,0.227,-0.586,0.534,1,1
D-066,2021-12,61.42,26.71,1.011,-0.85,0.526,2,1
D-066,2022-01,65.59,33.88,1.284,-0.116,0.467,4,2
D-066,2022-02,82.04,48.4,2.999,0.354,0.423,2,4
D-066,2022-03,87.0,62.74,1.558,0.195,0.433,2,4
D-066,2022-04,84.87,66.99,0.266,0.258,0.385,3,2
D-066,2022-05,81.97,73.86,1.845,0.746,0.398,0,5
D-066,2022-06,71.3,74.17,0.828,1.961,0.365,0,3
D-066,2022-07,58.01,63.38,0.32,0.352,0.404,2,3
D-066,2022-08,43.6,56.85,0.239,0.518,0.447,0,5
D-066,2022-09,44.92,44.89,1.103,-0.634,0.502,0,3
D-066,2022-10,51.46,43.75,-1.372,0.498,0.454,2,4
D-066,2022-11,60.35,39.29,2.163,0.118,0.495,1,3
D-066,2022-12,68.81,36.44,0.428,-1.052,0.516,5,1
D-066,2023-01,75.07,41.21,-0.208,0.888,0.56,0,7
D-066,2023-02,83.52,46.07,2.157,-0.149,0.498,0,5
D-066,2023-03,85.4,59.65,1.819,0.364,0.432,5,1
D-066,2023-04,79.99,75.46,0.944,1.914,0.363,2,4
D-066,2023-05,74.05,75.1,2.079,0.999,0.425,2,5
D-066,2023-06,56.38,82.05,-0.359,0.619,0.338,0,6
D-066,2023-07,57.61,80.85,0.9,0.443,0.395,0,6
D-066,2023-08,59.41,70.33,1.221,-0.256,0.413,2,3
D-066,2023-09,50.15,65.22,0.228,1.199,0.463,0,2
D-066,2023-10,47.35,55.38,1.315,0.693,0.44,0,4
D-066,2023-11,52.91,52.13,0.835,0.1,0.446,0,4
D-066,2023-12,66.53,48.48,1.342,0.846,0.479,0,1
D-066,2024-01,76.63,53.6,0.75,0.001,0.453,5,3
D-066,2024-02,81.81,48.31,2.445,0.646,0.444,2,1
D-066,2024-03,82.84,58.36,2.55,1.027,0.489,1,2
D-066,2024-04,90.42,71.35,2.314,0.21,0.368,1,3
D-066,2024-05,77.44,86.15,2.387,1.802,0.369,3,5
D-066,2024-06,71.04,93.07,1.578,2.411,0.36,2,7
D-066,2024-07,65.14,84.52,1.807,3.0,0.3,1,6
D-066,2024-08,61.28,72.7,2.287,1.681,0.446,2,2
D-066,2024-09,57.51,68.24,0.536,0.616,0.405,1,3
D-066,2024-10,59.49,56.35,1.053,2.137,0.512,0,3
D-066,2024-11,59.55,39.51,0.406,-0.445,0.552,2,6
D-066,2024-12,73.26,41.15,0.906,0.102,0.475,2,3
D-067,2021-01,79.95,62.81,1.44,1.275,0.397,0,4
D-067,2021-02,82.32,68.79,2.067,0.936,0.371,0,4
D-067,2021-03,81.51,67.75,2.144,0.249,0.397,1,3
D-067,2021-04,95.24,77.69,1.489,1.887,0.351,2,4
D-067,2021-05,84.89,81.53,3.0,1.481,0.344,2,4
D-067,2021-06,80.79,88.63,1.215,2.19,0.318,1,4
D-067,2021-07,65.27,82.24,0.548,1.47,0.363,0,4
D-067,2021-08,61.33,86.69,1.154,-0.259,0.353,1,3
D-067,2021-09,52.54,74.66,-0.041,-0.785,0.42,2,4
D-067,2021-10,54.32,60.14,0.78,1.912,0.498,0,2
D-067,2021-11,64.0,50.62,2.037,-0.46,0.438,2,3
D-067,2021-12,77.75,54.83,0.96,0.602,0.423,1,2
D-067,2022-01,88.55,62.62,2.155,0.536,0.461,1,6
D-067,2022-02,90.84,75.23,2.66,0.644,0.306,5,7
D-067,2022-03,89.86,79.86,3.0,2.074,0.34,1,4
D-067,2022-04,90.91,88.49,1.853,2.108,0.356,4,4
D-067,2022-05,78.32,89.14,1.074,2.035,0.278,2,8
D-067,2022-06,61.75,96.14,1.38,2.79,0.323,1,6
D-067,2022-07,56.38,86.47,0.742,2.179,0.349,0,4
D-067,2022-08,46.76,76.84,1.898,0.614,0.343,0,5
D-067,2022-09,42.03,73.27,-0.5,1.581,0.411,3,4
D-067,2022-10,50.38,56.53,0.307,0.255,0.516,2,6
D-067,2022-11,57.39,50.16,1.052,-0.439,0.504,2,0
D-067,2022-12,66.15,42.97,0.761,0.262,0.554,0,0
D-067,2023-01,74.97,53.89,1.006,-0.289,0.46,0,5
D-067,2023-02,86.36,63.14,2.28,1.092,0.371,4,3
D-067,2023-03,93.0,71.44,2.285,0.785,0.394,2,4
D-067,2023-04,91.89,82.52,2.862,-0.54,0.334,0,2
D-067,2023-05,94.96,88.82,1.161,0.563,0.302,7,4
D-067,2023-06,73.66,95.93,1.391,2.075,0.311,2,1
D-067,2023-07,68.64,94.86,0.249,2.784,0.258,1,9
D-067,2023-08,54.57,85.47,0.346,1.883,0.348,1,4
D-067,2023-09,57.76,81.88,0.57,0.441,0.367,4,3
D-067,2023-10,62.84,68.43,1.563,0.189,0.43,0,2
D-067,2023-11,66.51,57.76,1.169,-0.54,0.502,0,3
D-067,2023-12,75.95,63.08,3.0,0.033,0.474,3,1
D-067,2024-01,79.32,66.23,2.53,1.221,0.423,3,7
D-067,2024-02,83.5,75.51,1.398,0.992,0.342,1,2
D-067,2024-03,95.49,74.28,2.669,-0.045,0.32,5,5
D-067,2024-04,89.09,89.05,1.435,1.015,0.299,3,7
D-067,2024-05,78.81,100.0,0.918,0.791,0.317,2,3
D-067,2024-06,74.17,97.0,0.638,1.859,0.311,2,6
D-067,2024-07,62.8,93.45,2.017,2.376,0.348,4,5
D-067,2024-08,50.1,81.27,-0.202,0.136,0.353,1,3
D-067,2024-09,51.27,73.72,0.324,-0.255,0.388,0,4
D-067,2024-10,59.59,64.3,0.395,-0.345,0.388,2,4
D-067,2024-11,57.11,55.1,0.096,1.673,0.411,1,3
D-067,2024-12,69.27,58.72,1.394,-0.423,0.453,1,5
D-068,2021-01,47.48,70.49,-0.969,0.762,0.388,1,4
D-068,2021-02,58.87,72.4,0.452,1.296,0.408,1,0
D-068,2021-03,59.06,80.02,0.669,1.278,0.375,3,4
D-068,2021-04,45.72,90.94,0.496,1.454,0.327,2,11
D-068,2021-05,41.14,94.79,-0.047,1.553,0.31,1,7
D-068,2021-06,35.32,99.45,-0.442,1.533,0.275,1,2
D-068,2021-07,28.15,100.0,-1.123,2.321,0.33,1,6
D-068,2021-08,21.07,92.88,-0.331,1.68,0.403,1,3
D-068,2021-09,21.7,79.14,-1.377,1.152,0.396,0,9
D-068,2021-10,20.56,73.24,-0.325,0.53,0.459,0,4
D-068,2021-11,19.34,63.76,-0.285,0.322,0.441,1,2
D-068,2021-12,31.74,56.95,0.061,0.841,0.471,0,1
D-068,2022-01,48.31,67.78,1.123,0.081,0.386,2,2
D-068,2022-02,60.7,81.27,-0.982,1.209,0.296,0,4
D-068,2022-03,61.79,86.95,0.257,0.655,0.37,2,5
D-068,2022-04,57.18,97.76,0.5,1.632,0.338,1,5
D-068,2022-05,41.45,100.0,0.295,1.524,0.311,1,5
D-068,2022-06,33.11,100.0,-0.797,3.0,0.334,0,5
D-068,2022-07,22.13,100.0,0.38,2.082,0.304,1,7
D-068,2022-08,18.37,98.23,-1.215,2.926,0.361,1,6
D-068,2022-09,16.05,91.05,-0.937,1.376,0.399,0,3
D-068,2022-10,18.9,80.61,0.127,0.841,0.429,0,3
D-068,2022-11,30.94,80.38,-0.896,0.824,0.363,0,6
D-068,2022-12,34.98,80.41,0.839,1.784,0.355,2,2
D-068,2023-01,40.89,83.43,0.669,1.092,0.33,0,2
D-068,2023-02,47.2,95.39,1.59,2.382,0.325,1,8
D-068,2023-03,50.43,96.66,-1.08,0.665,0.303,0,5
D-068,2023-04,51.52,100.0,-0.049,1.637,0.334,4,2
D-068,2023-05,50.68,100.0,0.019,2.848,0.282,1,4
D-068,2023-06,51.49,100.0,-0.61,1.966,0.276,1,7
D-068,2023-07,44.23,100.0,1.213,2.066,0.292,0,6
D-068,2023-08,33.62,100.0,-0.447,2.623,0.388,1,9
D-068,2023-09,22.56,96.67,-0.962,2.463,0.388,0,8
D-068,2023-10,23.96,84.58,-0.016,1.512,0.406,1,6
D-068,2023-11,32.03,76.04,0.058,1.085,0.376,2,2
D-068,2023-12,36.17,68.31,-0.084,0.591,0.446,0,5
D-068,2024-01,49.29,71.58,0.994,0.682,0.41,1,4
D-068,2024-02,62.27,90.57,0.346,2.058,0.405,3,3
D-068,2024-03,58.88,100.0,0.891,0.955,0.285,0,3
D-068,2024-04,61.97,100.0,1.192,1.041,0.327,2,4
D-068,2024-05,52.89,100.0,1.041,1.78,0.358,2,6
D-068,2024-06,51.34,100.0,0.538,2.323,0.338,0,2
D-068,2024-07,41.87,100.0,-0.883,2.167,0.328,3,4
D-068,2024-08,35.88,100.0,0.251,2.348,0.331,0,6
D-068,2024-09,32.95,100.0,-0.924,2.706,0.309,0,4
D-068,2024-10,35.46,89.53,1.195,1.546,0.363,1,6
D-068,2024-11,49.76,84.55,0.484,1.783,0.365,2,1
D-068,2024-12,42.95,82.31,-1.515,1.033,0.4,0,2
D-069,2021-01,64.99,24.34,1.869,0.242,0.576,0,2
D-069,2021-02,79.84,23.51,1.754,-1.484,0.514,2,1
D-069,2021-03,81.02,32.47,3.0,-0.78,0.502,0,2
D-069,2021-04,78.5,43.24,0.808,-0.024,0.496,2,5
D-069,2021-05,69.0,46.21,0.683,1.511,0.52,2,1
D-069,2021-06,63.7,49.35,0.554,-0.078,0.474,1,4
D-069,2021-07,47.58,39.92,1.1,-1.681,0.556,1,0
D-069,2021-08,27.1,39.1,0.082,0.083,0.503,1,1
D-069,2021-09,36.78,32.64,0.93,0.121,0.561,1,4
D-069,2021-10,39.07,23.15,0.199,-0.747,0.621,1,0
D-069,2021-11,49.41,12.27,-1.062,-1.79,0.655,0,1
D-069,2021-12,50.73,6.34,1.195,-2.013,0.665,0,0
D-069,2022-01,79.0,18.1,1.646,-0.571,0.565,2,2
