district_code,district_name,region,country,intervention_id,intervention_name,hazard_focus,cost,risk_reduction,impl_months,delivery_prob,predicted_on_time
D-063,District 063,Central,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.0059967293799919556,0
D-063,District 063,Central,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.008300305066547678,0
D-063,District 063,Central,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005558777130928904,0
D-063,District 063,Central,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.02541775737723068,0
D-063,District 063,Central,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.03923040426059889,0
D-063,District 063,Central,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.005440434875003414,0
D-063,District 063,Central,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0009509721940389817,0
D-063,District 063,Central,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6869804323687781,1
D-063,District 063,Central,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.05116018619623966,0
D-063,District 063,Central,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.24371408561052163,0
D-063,District 063,Central,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.008622982903998027,0
D-063,District 063,Central,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.007175658043746982,0
D-063,District 063,Central,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.03818619336038756,0
D-063,District 063,Central,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.008272422139111306,0
D-063,District 063,Central,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.04412195305261369,0
D-063,District 063,Central,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.006328944721263885,0
D-064,District 064,Central,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.07768934144954237,0
D-064,District 064,Central,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.31657712632634016,0
D-064,District 064,Central,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.008450473762297746,0
D-064,District 064,Central,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.011685546577798902,0
D-064,District 064,Central,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.007834732484043918,0
D-064,District 064,Central,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.03553412383161292,0
D-064,District 064,Central,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.05453662422599479,0
D-064,District 064,Central,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.0076683104538042834,0
D-064,District 064,Central,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001342880689131453,0
D-064,District 064,Central,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7561192992628473,1
D-064,District 064,Central,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.07077806406233715,0
D-064,District 064,Central,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.3128252600903552,0
D-064,District 064,Central,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.012138216305593398,0
D-064,District 064,Central,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.010106892055402729,0
D-064,District 064,Central,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.05310752181951639,0
D-064,District 064,Central,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.011646425276540208,0
D-064,District 064,Central,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.06121507116285341,0
D-064,District 064,Central,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.00891740561427347,0
D-065,District 065,South,Cordania,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.06431542005497316,0
D-065,District 065,South,Cordania,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2743104337176363,0
D-065,District 065,South,Cordania,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.006906503079848887,0
D-065,District 065,South,Cordania,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.009556198190083746,0
D-065,District 065,South,Cordania,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.006402536339765389,0
D-065,District 065,South,Cordania,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.029187410758798927,0
D-065,District 065,South,Cordania,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.044954090540459034,0
D-065,District 065,South,Cordania,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.006266344265622989,0
D-065,District 065,South,Cordania,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0010960898721797956,0
D-065,District 065,South,Cordania,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7167109793518853,1
D-065,District 065,South,Cordania,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.058518405712915354,0
D-065,District 065,South,Cordania,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2708609562844931,0
D-065,District 065,South,Cordania,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.009927210662399204,0
D-065,District 065,South,Cordania,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.008262802177092599,0
D-065,District 065,South,Cordania,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.04376446980818115,0
D-065,District 065,South,Cordania,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.009524136901840938,0
D-065,District 065,South,Cordania,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.05052178430074941,0
D-065,District 065,South,Cordania,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.007288749782135889,0
D-066,District 066,West,Cordania,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.052347622043118214,0
D-066,District 066,West,Cordania,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.23299718292387978,0
D-066,District 066,West,Cordania,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.005557888655825275,0
D-066,District 066,West,Cordania,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.007694193526491026,0
D-066,District 066,West,Cordania,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005151819648742786,0
D-066,District 066,West,Cordania,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.023591416733976463,0
D-066,District 066,West,Cordania,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.036448702344212366,0
D-066,District 066,West,Cordania,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.005042097288750102,0
D-066,District 066,West,Cordania,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0008810527479375627,0
D-066,District 066,West,Cordania,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.670313385872611,1
D-066,District 066,West,Cordania,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.04757446836378956,0
D-066,District 066,West,Cordania,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.22990263699094474,0
D-066,District 066,West,Cordania,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.00799349844981846,0
D-066,District 066,West,Cordania,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.006651120587230887,0
D-066,District 066,West,Cordania,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.03547579914390992,0
D-066,District 066,West,Cordania,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.0076683309444773844,0
D-066,District 066,West,Cordania,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.04100821135648263,0
D-066,District 066,West,Cordania,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.005865935944833353,0
D-067,District 067,West,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.06207341805416748,0
D-067,District 067,West,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.26683570084117914,0
D-067,District 067,West,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.006651519694722091,0
D-067,District 067,West,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.009204296539604473,0
D-067,District 067,West,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.006166043539156528,0
D-067,District 067,West,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.028133134597423795,0
D-067,District 067,West,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.04335574112556562,0
D-067,District 067,West,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.0060348514865138725,0
D-067,District 067,West,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0010553950072285545,0
D-067,District 067,West,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7089583092640626,1
D-067,District 067,West,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.05646628951796245,0
D-067,District 067,West,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.26344609579385003,0
D-067,District 067,West,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.00956177858182639,0
D-067,District 067,West,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.007958146418645404,0
D-067,District 067,West,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.04220654828970797,0
D-067,District 067,West,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.009173404955382524,0
D-067,District 067,West,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.04873557652315395,0
D-067,District 067,West,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.007019753863096585,0
D-068,District 068,North,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.048272192410031334,0
D-068,District 068,North,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2180943545105972,0
D-068,District 068,North,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.0051055637240061775,0
D-068,District 068,North,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.0070692428371704405,0
D-068,District 068,North,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.004732385094502349,0
D-068,District 068,North,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.021703476618244177,0
D-068,District 068,North,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.03356721040042707,0
D-068,District 068,North,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.004631554174448616,0
D-068,District 068,North,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0008090392197954879,0
D-068,District 068,North,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6511869383393297,1
D-068,District 068,North,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.04385344763484229,0
D-068,District 068,North,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.21514222084180862,0
D-068,District 068,North,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.007344417046055654,0
D-068,District 068,North,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.006110370419164738,0
D-068,District 068,North,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.03266861340520548,0
D-068,District 068,North,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.007045465994319074,0
D-068,District 068,North,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.03778039580039268,0
D-068,District 068,North,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.005388676647362059,0
D-069,District 069,West,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.11353945105230784,0
D-069,District 069,West,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.4132686610205849,0
D-069,District 069,West,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.01279316394431527,0
D-069,District 069,West,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.017661125639282935,0
D-069,District 069,West,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.01186478018192466,0
D-069,District 069,West,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.053050412978319104,0
D-069,District 069,West,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.08063689180282033,0
D-069,District 069,West,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.011613755646370336,0
D-069,District 069,West,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0020405023864859973,0
D-069,District 069,West,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8250000512584078,1
D-069,District 069,West,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.10379785313039586,0
D-069,District 069,West,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.40905675304232997,0
D-069,District 069,West,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.018340979046658067,0
D-069,District 069,West,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.015287689701393145,0
D-069,District 069,West,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.07858069101998763,0
D-069,District 069,West,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.01760235537870257,0
D-069,District 069,West,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.09020657786235065,0
D-069,District 069,West,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.013496785383827143,0
D-070,District 070,South,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.09276400796375081,0
D-070,District 070,South,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.35991645662387706,0
D-070,District 070,South,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.010239337451193783,0
D-070,District 070,South,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.01414946378074449,0
D-070,District 070,South,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.009494499255713414,0
D-070,District 070,South,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.04280874422884682,0
D-070,District 070,South,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.06543753012296084,0
D-070,District 070,South,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.009293151398014394,0
D-070,District 070,South,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0016296252020382399,0
D-070,District 070,South,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7900687947184466,1
D-070,District 070,South,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.08463474148296878,0
D-070,District 070,South,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.3559184529553862,0
D-070,District 070,South,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.014696160406709584,0
D-070,District 070,South,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.012242070390316922,0
D-070,District 070,South,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.06374203378221904,0
D-070,District 070,South,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.014102211388760683,0
D-070,District 070,South,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.0733473210340147,0
D-070,District 070,South,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.010804036148048948,0
D-071,District 071,North,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.04907038421566311,0
D-071,District 071,North,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.22104839719794836,0
D-071,District 071,North,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.0051938806647565125,0
D-071,District 071,North,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.007191282317645969,0
D-071,District 071,North,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.004814277962714582,0
D-071,District 071,North,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.022072537332521673,0
D-071,District 071,North,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.03413097182844483,0
D-071,District 071,North,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.004711710446435937,0
D-071,District 071,North,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0008230956108231729,0
D-071,District 071,North,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.655092381628045,1
D-071,District 071,North,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.0445819970773761,0
D-071,District 071,North,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2180674292883927,0
D-071,District 071,North,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.0074711712370348765,0
D-071,District 071,North,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.0062159600870902295,0
D-071,District 071,North,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.033217801626731706,0
D-071,District 071,North,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.007167097967415785,0
D-071,District 071,North,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.03841210522840313,0
D-071,District 071,North,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.00548186394103047,0
D-072,District 072,East,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.09009295773252249,0
D-072,District 072,East,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3525421922817448,0
D-072,District 072,East,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.00991852714312942,0
D-072,District 072,East,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.01370784138775425,0
D-072,District 072,East,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.009196808748480792,0
D-072,District 072,East,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.04151029352538791,0
D-072,District 072,East,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.06349824789393821,0
D-072,District 072,East,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.009001716577928294,0
D-072,District 072,East,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001578137045908983,0
D-072,District 072,East,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7846855565190483,1
D-072,District 072,East,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.08217656341391591,0
D-072,District 072,East,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.34858149344940736,0
D-072,District 072,East,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.014237721357127392,0
D-072,District 072,East,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.011859263981231943,0
D-072,District 072,East,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.061849673279618995,0
D-072,District 072,East,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.013662043363743269,0
D-072,District 072,East,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.07119148379503835,0
D-072,District 072,East,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.010465720257493084,0
D-073,District 073,East,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.0706595050246523,0
D-073,District 073,East,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.29484134318107635,0
D-073,District 073,East,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.007633963085115586,0
D-073,District 073,East,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.010559782184884578,0
D-073,District 073,East,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.007077291965890298,0
D-073,District 073,East,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.032185652494812124,0
D-073,District 073,East,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.049489382058811766,0
D-073,District 073,East,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.006926846834905867,0
D-073,District 073,East,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001212287797736888,0
D-073,District 073,East,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7367377817643008,1
D-073,District 073,East,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.06432998565988104,0
D-073,District 073,East,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.29123730103339535,0
D-073,District 073,East,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.010969326552566362,0
D-073,District 073,East,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.00913180715079886,0
D-073,District 073,East,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.04818579919425176,0
D-073,District 073,East,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.010524389624833127,0
D-073,District 073,East,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.05558609187009825,0
D-073,District 073,East,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.008056145112100177,0
D-074,District 074,East,Cordania,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.05166873289959982,0
D-074,District 074,East,Cordania,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2305454368668614,0
D-074,District 074,East,Cordania,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.005482298681922314,0
D-074,District 074,East,Cordania,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.007589770524660236,0
D-074,District 074,East,Cordania,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005081724187869994,0
D-074,District 074,East,Cordania,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.02327630281797529,0
D-074,District 074,East,Cordania,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.035968178130505846,0
D-074,District 074,East,Cordania,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.004973487242845797,0
D-074,District 074,East,Cordania,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0008690144198938058,0
D-074,District 074,East,Cordania,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6672632406982572,1
D-074,District 074,East,Cordania,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.04695441444912378,0
D-074,District 074,East,Cordania,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.22747379642460155,0
D-074,District 074,East,Cordania,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.007885045660350016,0
D-074,District 074,East,Cordania,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.006560760224043554,0
D-074,District 074,East,Cordania,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.035007635267640856,0
D-074,District 074,East,Cordania,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.007564256265267273,0
D-074,District 074,East,Cordania,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.04047010121770731,0
D-074,District 074,East,Cordania,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.00578618075602988,0
D-075,District 075,West,Cordania,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.06528784991509232,0
D-075,District 075,West,Cordania,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2775162284496626,0
D-075,District 075,West,Cordania,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.00701743719398592,0
D-075,District 075,West,Cordania,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.009709276319569549,0
D-075,District 075,West,Cordania,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.006505428630973014,0
D-075,District 075,West,Cordania,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.029645543428353696,0
D-075,District 075,West,Cordania,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.045648064320875495,0
D-075,District 075,West,Cordania,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.00636706190033267,0
D-075,District 075,West,Cordania,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0011138002352991555,0
D-075,District 075,West,Cordania,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.719957611748323,1
D-075,District 075,West,Cordania,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.05940875149770538,0
D-075,District 075,West,Cordania,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.27404166129659985,0
D-075,District 075,West,Cordania,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.010086171417409816,0
D-075,District 075,West,Cordania,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.008395337366524586,0
D-075,District 075,West,Cordania,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.04444093350816381,0
D-075,District 075,West,Cordania,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.009676706468027874,0
D-075,District 075,West,Cordania,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.05129709218377785,0
D-075,District 075,West,Cordania,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.007405777859999324,0
D-076,District 076,East,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.07443441875702081,0
D-076,District 076,East,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.30664117113348477,0
D-076,District 076,East,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.008071042012592065,0
D-076,District 076,East,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.011162493209034246,0
D-076,District 076,East,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.007482739277105082,0
D-076,District 076,East,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.03398029334094076,0
D-076,District 076,East,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.05219682575631513,0
D-076,District 076,East,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.0073237389445475675,0
